installed_capacity,eic_count,prediction_unit_id,county,datetime,is_consumption,dayofyear,hour,surface_solar_radiation_downwards_fcast_mean_by_county,dayofweek,product_type,surface_solar_radiation_downwards_fcast_mean,is_business,lowest_price_per_mwh,highest_price_per_mwh,temperature_fcast_mean_by_county,direct_solar_radiation_fcast_mean_by_county,direct_solar_radiation_fcast_mean
263.90000000000003,12.0,13,3,1637830800000000000,1,329,9,9.940496419270824,3,1,11.823745493344907,1,82.94,86.9,5.639388020833356,1.080666956018575,3.255075752314803
8733.28,842.0,2,0,1655193600000000000,1,165,8,295.0539739583334,1,3,238.20869988425926,0,96.1,157.99,13.973791503906275,206.9626666666667,120.69368888888894
1135.52,95.0,35,9,1652608800000000000,0,135,10,626.9494907407407,6,3,624.8123648148148,0,102.0,110.0,10.925032552083358,831.0662962962964,813.6898222222222
99.0,10.0,6,1,1649142000000000000,0,95,7,12.282597294560178,1,1,13.638599609374994,0,109.0,133.84,1.2550089518229395,0.022638888888888885,1.1351444444444445
359.90000000000003,32.0,38,10,1642114800000000000,0,13,23,0.0,3,1,0.0,0,76.01,96.82,5.218784586588565,0.0,0.0
1274.6,72.0,16,4,1677787200000000000,1,61,20,0.0,3,3,0.0,0,49.03,60.87,-0.23274841308591473,0.0,0.0
1046.8,90.0,25,7,1672318800000000000,1,363,13,19.566145833333337,3,1,20.42546435185185,0,77.0,91.29,2.296526421440995,0.17669174382713213,0.739812731481482
1327.7,34.0,33,8,1678237200000000000,0,67,1,0.0,2,3,0.0,1,49.0,57.0,-3.2869628906249773,0.0,0.0
1301.0,106.0,20,5,1647406800000000000,1,75,5,0.0,2,3,0.0,0,80.0,97.0,-5.198807779947894,0.0,0.0
89.5,7.0,47,11,1635512400000000000,0,302,13,226.22652777777776,4,2,240.1470611111111,1,65.0,67.7,11.746957397460962,381.2520833333334,514.258424074074
2692.4,228.0,39,10,1685257200000000000,0,148,7,261.0596180555556,6,3,284.6671143518518,0,28.3,34.1,11.821715291341171,613.0341840277775,637.548080324074
143.20000000000002,13.0,50,13,1643252400000000000,1,27,3,0.0,3,1,0.0,0,84.0,93.47,-0.9650024414062273,0.0,0.0
253.0,8.0,63,13,1654614000000000000,1,158,15,619.4423611111101,1,1,634.9403166666667,1,96.0,98.0,22.584619140625023,622.2484722222225,660.193361111111
113.0,19.0,1,0,1652644800000000000,0,135,20,80.41777777777766,6,2,78.12337777777782,0,102.0,110.0,7.848834228515647,295.93600000000015,301.9664592592593
1852.9,48.0,42,10,1630954800000000000,1,249,19,30.71504629629631,0,3,25.164112962962925,1,46.3,46.58,14.993758138020858,10.963067129629792,51.141556018518564
522.4,48.0,19,5,1662642000000000000,0,251,13,321.1034259259259,3,1,421.0595740740741,0,224.0,232.37,11.811812337239608,166.92680555555557,401.669087037037
734.5,16.0,3,0,1664816400000000000,1,276,17,36.98256249999996,0,0,42.28294768518516,1,170.0,198.0,10.715563964843774,0.412444444444451,27.512414814814797
2012.2,54.0,42,10,1652410800000000000,0,133,3,0.0,4,3,0.0,1,100.0,120.0,8.407136535644554,0.0,0.0
1113.52,93.0,35,9,1648911600000000000,0,92,15,401.03069444444446,5,3,479.38233888888897,0,122.0,133.84,2.532698567708356,464.40976851851855,688.617412962963
338.0,14.0,40,10,1647792000000000000,1,79,16,238.14601851851845,6,1,216.92474444444443,1,81.45,85.0,4.02576090494794,634.6490277777781,611.3703314814816
1633.9,141.0,39,10,1655575200000000000,0,169,18,240.1723611111112,5,3,120.84104259259254,0,115.01,121.0,15.634871419270857,167.54334924768517,58.244978877314765
434.1,17.0,55,14,1681952400000000000,1,110,1,0.0,3,1,0.0,1,46.52,50.99,3.7398925781250227,0.0,0.0
530.9,51.0,19,5,1665111600000000000,0,280,3,0.0,4,1,0.0,0,110.0,145.0,11.14929097493492,0.0,0.0
570.0,14.0,64,15,1656662400000000000,0,182,8,393.42892708333306,4,0,306.4576678240741,1,127.1,150.0,22.735424804687522,491.88325981987856,301.35265241247106
75.7,19.0,61,0,1670007600000000000,1,336,19,0.0,4,2,0.0,1,133.0,160.0,-6.305029296874977,0.006688822428395716,-0.0026741405345789898
651.7,15.0,66,4,1668398400000000000,1,318,4,0.0,0,1,0.0,1,97.0,109.0,1.6937194824218977,0.0,0.0
434.1,17.0,55,14,1681282800000000000,1,102,7,98.67701280381948,2,1,90.59499058159724,1,42.25,51.99,6.184554036458356,334.88057888454864,291.85631221788196
3877.3,80.0,56,14,1668099600000000000,1,314,17,0.0,3,3,0.0,1,102.0,114.0,9.148746744791689,0.0,0.0
2129.62,184.0,20,5,1680015600000000000,1,87,15,142.51643518518517,1,3,259.1739759259259,0,43.0,48.5,0.07079467773439775,3.829965277777783,209.06895787037038
112.0,9.0,44,11,1631912400000000000,0,260,21,0.0,4,2,0.0,0,47.9,48.9,9.005593872070335,0.0,0.0
7390.35,152.0,48,11,1671440400000000000,1,353,9,10.06669592963324,0,3,6.7211996333369495,1,112.0,135.0,1.0772949218750227,2.431583116319437,9.598020153356481
98.5,10.0,6,1,1647511200000000000,0,76,10,401.9198611111112,3,1,420.7222462962963,0,82.5,93.0,3.2871744791666893,790.3943518518519,794.9879222222222
4287.5,94.0,23,5,1678345200000000000,0,68,7,23.414816442418985,3,3,28.76545509982639,1,49.5,55.55,-8.649877929687477,3.2756492332175964,69.51414089988425
1989.06,167.0,27,7,1647118800000000000,0,71,21,0.0,5,3,0.0,0,108.74,124.97,-0.9937974717881717,0.0,0.0
448.8,42.0,38,10,1653296400000000000,1,143,9,493.8856944444444,0,1,516.249012962963,0,101.5,112.0,9.034234619140648,658.5083333333334,695.2567777777778
455.1,17.0,55,14,1642147200000000000,1,14,8,0.0,4,1,0.01155555555555521,1,86.9,90.0,0.8975667317708561,0.0,0.03895879629629919
91.2,16.0,61,0,1661284800000000000,0,235,20,10.138388888888835,1,2,11.244048148148128,1,230.0,279.0,20.855944824218774,41.819000000000145,54.842762962963
967.2,72.0,58,15,1642572000000000000,1,19,6,0.0,2,3,0.0,0,81.0,87.39,0.04644775390627272,0.0,0.0
145.4,18.0,1,0,1633644000000000000,0,280,22,0.0,3,2,0.0,0,66.0,67.83,10.868420410156274,0.0,0.0
5794.900000000001,119.0,48,11,1647932400000000000,0,81,7,126.18338324652782,1,3,109.12385732060184,1,82.01,84.18,-0.06101074218747726,468.99322048611117,432.0006649305557
511.5,13.0,59,15,1643896800000000000,1,34,14,105.75702430555555,3,1,117.67702430555556,1,78.01,84.9,-7.787915039062478,71.22308072916663,213.11913998842593
328.70000000000005,12.0,22,5,1653652800000000000,1,147,12,454.7678703703704,4,1,419.9875444444444,1,102.0,121.95,10.894128417968773,250.31701678240745,207.78901678240743
1710.0,8.0,17,4,1668711600000000000,1,321,19,0.0,3,0,0.0,1,118.5,125.0,-0.23914184570310226,0.0,0.0
185.0,5.0,63,13,1635750000000000000,1,305,7,4.368749999999999,0,1,1.6765481481481412,1,65.01,67.98,5.429650878906273,59.62986111111114,15.778898148148107
179.9,16.0,11,3,1630868400000000000,0,248,19,25.733749999999798,6,1,31.329246296296322,0,46.3,46.8,9.120446777343775,34.01444444444428,76.09847407407402
334.0,9.0,59,15,1643626800000000000,0,31,11,55.6502482638889,0,1,68.75470752314814,1,91.75,94.0,-2.3578735351562274,0.5066666666666644,5.591525925925925
976.4,26.0,52,13,1641985200000000000,1,12,11,97.52533799913192,2,3,53.87967873987268,1,94.5,109.0,-10.054174804687475,205.39983940972223,53.96623940972222
1882.7,50.0,21,5,1685404800000000000,0,150,0,0.0,1,0,0.0,1,28.16,36.98,8.231652832031273,-0.04768518518517336,-0.004544444444400126
994.08,36.0,37,9,1666155600000000000,0,292,5,0.0,2,3,0.0,1,104.0,140.0,3.230696614583356,0.0,0.0
1084.0,28.0,18,4,1635717600000000000,0,304,22,0.02888888888892893,6,3,0.0059407407407479716,1,63.0,67.98,7.482019042968773,0.0,0.0
2090.26,162.0,54,14,1664474400000000000,1,272,18,11.588055555555494,3,3,13.476766666666643,0,190.0,212.01,7.63574625651044,4.191064814814847,5.720427777777817
146.0,19.0,6,1,1662879600000000000,1,254,7,44.59067708333334,6,1,60.865739583333315,0,209.99,226.36,10.578251139322942,243.76047164351857,295.0125568287038
300.0,15.0,36,9,1682690400000000000,0,118,14,455.4067592592592,4,1,609.8214555555555,1,45.0,51.99,7.016035970052106,293.49662037037024,644.8907537037037
474.7000000000001,33.0,15,4,1683309600000000000,1,125,18,227.20708333333323,4,1,230.27469814814816,0,45.0,52.5,4.539346313476585,373.61111111111063,359.64109629629627
325.0,8.0,67,11,1651201200000000000,0,119,3,0.0,4,0,0.0,1,99.5,114.0,2.0012908935547102,0.0,0.0
13498.11,1317.0,2,0,1673427600000000000,1,11,9,3.1715975070529536,2,3,4.971486569552951,0,74.97,84.99,1.9796020507812728,0.02488888888888891,1.4382814814814815
425.7000000000001,29.0,15,4,1679583600000000000,0,82,15,191.54236111111118,3,1,189.67427222222224,0,42.0,48.64,7.433343505859398,103.66222222222216,175.8226962962963
141.20000000000002,12.0,50,13,1647892800000000000,0,80,20,0.0,0,1,0.0,0,82.01,83.9,1.4121337890625227,0.0,0.0
2180.95,173.0,54,14,1666353600000000000,0,294,12,154.50030092592593,4,3,143.94575277777778,0,108.29,125.0,8.920882161458357,137.25925925925927,121.58020740740741
209.3,5.0,41,10,1675688400000000000,1,37,13,230.42657118055556,0,2,191.98725266203704,1,62.5,66.92,2.1322418212890852,624.9419603587963,452.7123899884259
306.7,27.0,34,9,1638806400000000000,1,340,16,0.0,0,1,0.0,0,86.83,88.59,-20.692920430501278,0.0,0.0
7467.18,720.0,2,0,1637492400000000000,1,325,11,76.54800868055557,6,3,105.99461608796297,0,80.0,89.0,2.5649658203125227,97.55269444444441,215.62730185185185
233.7,31.0,57,15,1653602400000000000,1,146,22,0.0,3,1,0.039822222222201165,0,101.01,103.0,10.313024902343773,0.0,0.6447407407407263
610.0,6.0,17,4,1638824400000000000,1,340,21,0.0,0,0,0.0,1,86.83,88.59,-19.00462951660154,0.0,0.0
185.0,5.0,63,13,1637164800000000000,1,321,16,0.0,2,1,0.0004444444444444186,1,71.5,88.55,2.0949340820312727,0.0,0.0
775.45,69.0,9,2,1682316000000000000,0,114,6,64.33547688802079,0,3,36.88685559172454,0,45.5,47.99,10.372964477539087,271.6301388888889,131.24340740740732
336.5,11.0,40,10,1658116800000000000,0,199,4,-0.0008101851851524833,0,1,0.7141745370370299,1,160.0,172.0,15.752547200520857,0.1341203703703685,2.819388888888908
1973.2,53.0,60,15,1683072000000000000,1,123,0,0.0,2,3,0.0,1,45.11,52.0,2.2257324218750227,0.0,0.0
5798.400000000001,117.0,48,11,1643508000000000000,1,30,2,0.0,6,3,0.0,1,92.54,96.74,0.23890075683596027,0.0,0.0
86.5,8.0,6,1,1645128000000000000,1,48,20,0.0,3,1,0.0,0,74.75,80.54,1.0914703369140852,0.0,0.0
739.03,51.0,12,3,1637442000000000000,1,324,21,0.0,5,3,0.0,0,78.35,88.7,0.9724772135416894,0.0,0.0
474.0,19.0,40,10,1678510800000000000,0,70,5,0.0,5,1,0.0,1,49.1,52.04,-3.8820760091145607,0.0,0.0
620.7,64.0,43,11,1643443200000000000,0,29,8,5.848949652777783,5,1,2.7953038194444426,0,91.82,95.63,-8.010870361328102,69.20933810763889,38.667275144675926
324.20000000000005,6.0,24,6,1639267200000000000,0,346,0,0.0,6,3,0.0,1,86.25,88.4,1.3127685546875227,0.0,0.0
2268.7000000000003,38.0,14,3,1637510400000000000,1,325,16,0.0,6,3,0.0,1,80.0,89.0,0.7337076822916894,0.0,0.0
1068.6,13.0,28,7,1654657200000000000,1,159,3,0.0,2,0,0.0,1,96.55,98.1,13.947290039062525,0.0,0.0
2361.58,197.0,27,7,1661756400000000000,1,241,7,93.02741756486303,0,3,84.0599904043692,0,246.75,254.0,19.186574978298633,290.85999999999973,213.29656296296298
1097.59,127.0,0,0,1635530400000000000,0,302,18,0.0,4,1,0.0,0,65.0,67.7,9.456683349609397,0.0,0.0
1646.7,46.0,42,10,1685523600000000000,1,151,9,530.5703703703706,2,3,529.9163851851853,1,29.0,34.0,12.66838989257815,785.6192592592594,736.6995555555557
110.9,24.0,1,0,1673816400000000000,1,15,21,0.0,6,2,0.0,0,58.75,75.0,2.796255493164085,0.0,0.0
1133.72,95.0,35,9,1641160800000000000,1,2,22,0.0,6,3,0.0,0,84.74,104.0,-2.3776611328124773,0.0,0.0
1658.15,141.0,20,5,1662526800000000000,0,250,5,0.0,2,3,0.0,0,226.37,246.29,10.137434895833357,0.0,0.0
1274.5,37.0,18,4,1660305600000000000,1,224,12,681.7336111111113,4,3,678.6459518518518,1,186.0,204.1,24.324761962890648,829.5097222222221,830.4024037037037
1081.63,79.0,12,3,1663336800000000000,1,259,14,243.40814814814817,4,3,282.86154074074074,0,223.37,241.37,12.284773763020858,103.8667390046296,221.73150937500003
2779.18,238.0,27,7,1665900000000000000,1,289,6,0.0,6,3,0.0,0,110.0,135.0,11.68970133463544,0.0,0.0
1256.52,104.0,35,9,1654066800000000000,1,152,7,286.5357986111111,2,3,283.3751763888889,0,100.1,158.0,11.336572265625025,627.7905201099537,595.1835867766204
522.4,48.0,19,5,1663304400000000000,1,259,5,0.0,4,1,0.0,0,223.37,241.37,9.576338704427107,0.0,0.0
24.5,5.0,26,7,1641960000000000000,0,12,4,0.0,2,2,0.0,0,94.5,109.0,-4.857632276746939,0.0,0.0
3471.9700000000003,296.0,27,7,1677394800000000000,0,57,7,4.324921581127024,6,3,4.57975491446036,0,51.24,60.14,-4.922047254774283,11.236221325485792,7.639221325485795
691.0500000000001,61.0,9,2,1671721200000000000,1,356,15,0.022777777777777775,3,3,0.9068444444444449,0,102.0,121.27,1.6113677978515852,0.0,0.5479703703703704
320.5,14.0,8,1,1668412800000000000,0,318,8,4.1081441695601635,0,3,7.776412688078704,1,97.0,109.0,6.061263020833356,2.1621296296295824,3.539651851851839
543.58,21.0,37,9,1633435200000000000,0,278,12,187.56600115740744,1,3,181.78360115740742,1,65.5,68.0,12.191817220052108,110.66666666666676,133.44094814814815
1036.5,102.0,43,11,1655265600000000000,1,166,4,1.973167487250454,2,1,5.0836563761393165,0,92.0,100.0,12.418222045898462,0.0016666666666666624,19.474548148148138
301.2,24.0,38,10,1634418000000000000,0,289,21,0.0,5,1,0.0,0,67.01,68.02,9.526778157552107,0.0,0.0
417.2000000000001,39.0,38,10,1646460000000000000,1,64,6,0.0,5,1,0.0,0,88.0,150.0,-1.8376525878906023,0.0,0.07199537037037054
2009.7,73.0,4,0,1656982800000000000,1,186,1,0.0,1,1,0.0,1,147.0,152.0,17.658215332031272,0.0,0.0
4221.8,81.0,56,14,1658350800000000000,0,201,21,21.562962962963258,2,3,25.66797037037033,1,161.1,168.99,16.765527343750023,138.9096296296299,137.5272296296297
7199.88,687.0,2,0,1631754000000000000,0,259,1,0.0,3,3,0.0,0,47.2,48.9,9.069262695312524,0.0,0.0
2031.06,167.0,27,7,1648047600000000000,0,82,15,200.50649691358015,2,3,224.50183518518514,0,82.76,85.18,3.5549967447916893,134.36550925925917,255.6274944444444
320.5,14.0,8,1,1666512000000000000,1,296,8,3.047828674316387,6,3,3.694841637279378,1,107.0,116.0,9.782495117187525,17.8592592592593,7.494874074074075
1618.6,11.0,28,7,1680055200000000000,0,88,2,0.0,2,0,0.0,1,45.0,47.0,-1.9781453450520605,0.0,0.0
239.09,23.0,62,2,1669593600000000000,1,332,0,0.0,0,1,0.0,0,128.0,135.49,-3.0627807617187273,0.0,0.0
8428.25,175.0,48,11,1677690000000000000,1,60,17,9.558888888888958,2,3,17.009733333333322,1,48.0,62.44,0.41364440917971024,36.46472222222218,95.24706296296301
1003.2,74.0,58,15,1646560800000000000,1,65,10,210.43670833333334,6,3,270.876175,0,93.74,141.0,1.3652954101562726,141.42912890625018,357.55618075810185
1533.7,42.0,60,15,1642744800000000000,1,21,6,0.0,4,3,0.0,1,81.74,83.93,-3.074414062499977,0.0,0.0
3552.8,71.0,56,14,1650772800000000000,1,114,4,0.0,6,3,0.0,1,101.0,107.6,4.418603515625023,0.0,0.0
1428.0,46.0,4,0,1637553600000000000,1,326,4,0.0,0,1,0.0,1,80.0,85.0,-1.0261474609374772,0.0,0.0
87.0,5.0,41,10,1650895200000000000,0,115,14,484.83,0,2,394.05085925925925,1,101.0,108.0,6.531874593098981,392.6189375361691,231.96210790653936
1703.2,43.0,60,15,1654678800000000000,1,159,9,405.7688420138889,2,3,274.1940864583334,1,96.55,98.1,19.888720703125024,334.3327499999999,143.83532777777774
80.0,7.0,6,1,1632459600000000000,1,267,5,0.0,4,1,0.0,0,47.5,50.4,9.995507812500025,0.0,0.0
957.9,27.0,52,13,1663840800000000000,0,265,10,255.4176128472223,3,3,291.6136424768518,1,210.0,229.0,10.260339355468775,214.793333333333,447.90669629629633
474.7000000000001,33.0,15,4,1685289600000000000,0,148,16,595.2334722222218,6,1,554.7981537037037,0,28.3,34.1,18.249536132812523,790.5038888888889,641.9959185185185
720.0,7.0,17,4,1647252000000000000,1,73,10,421.6479166666666,0,0,405.5104425925926,1,102.01,110.0,1.8356872558593977,812.5745833333334,803.2823907407408
345.0,8.0,67,11,1672621200000000000,1,2,1,0.0,0,0,0.0,1,69.0,83.0,-2.0444091796874773,0.0,0.0
3673.8,392.0,0,0,1663797600000000000,1,264,22,0.0,2,1,0.0,0,182.0,203.82,8.943176269531275,0.0,0.0
636.0,52.0,16,4,1659232800000000000,1,212,2,0.0,6,3,0.0,0,169.0,205.0,12.12114868164065,-0.03777777777781918,0.012948148148110107
1069.1,93.0,25,7,1662962400000000000,1,255,6,0.45243827160489,0,1,1.212465740740743,0,217.5,219.0,8.126516384548633,7.391018518518673,11.315070370370394
13770.49,265.0,5,0,1639209600000000000,1,345,8,0.0,5,3,0.0053252893518518606,1,87.95,89.46,1.0035217285156477,0.0,0.0
2398.16,190.0,54,14,1670799600000000000,0,345,23,0.0,6,3,0.0,0,144.99,158.0,-6.35821126302081,0.0,0.0
323.5,24.0,53,14,1641506400000000000,1,6,22,0.0,3,1,0.0,0,89.0,112.6,-9.798193359374975,0.0,0.0
8500.25,177.0,48,11,1678309200000000000,1,67,21,0.0,2,3,0.0,1,49.0,57.0,-2.4524291992187273,0.0,0.0
133.9,9.0,13,3,1659524400000000000,0,215,11,600.6602777777777,2,1,525.4645444444445,1,189.98,199.0,20.405135091145855,639.9097464554396,501.10796867766203
441.7000000000001,41.0,11,3,1680681600000000000,1,95,8,51.27838975694439,2,1,43.42596383101851,0,53.45,57.99,0.4973795572916894,0.9648462818286031,1.0698259114583264
579.4,59.0,7,1,1654218000000000000,0,154,1,0.0,4,3,0.0,0,95.0,105.98,10.502842203776067,0.0,0.0
120.2,14.0,15,4,1644019200000000000,0,36,0,0.0,5,1,0.0,0,79.5,85.7,-6.290991210937477,0.0,0.0
80.0,7.0,6,1,1632564000000000000,1,268,10,267.25918692129636,5,1,152.89346840277778,0,47.6,54.99,12.024184163411483,465.76670321994357,174.33748840512874
145.4,18.0,1,0,1633690800000000000,0,281,11,226.0534479166667,4,2,264.01623310185187,0,66.0,67.09,11.510052490234399,305.24719444444446,413.7703351851852
4423.0,92.0,23,5,1669212000000000000,0,327,14,30.13651909722223,2,3,37.024933912037035,1,121.41,130.0,-1.1681477864583105,66.65597710503475,56.17538451244213
1274.5,37.0,18,4,1659538800000000000,0,215,15,474.91263888888875,2,3,570.0709203703705,1,189.98,199.0,21.853204345703148,469.824722222222,618.4054629629629
387.6,17.0,55,14,1676332800000000000,1,45,0,0.0,1,1,0.0,1,54.0,62.74,0.2911010742187727,0.0,0.0
678.59,67.0,38,10,1679716800000000000,1,84,4,0.0,5,1,0.0,0,43.1,46.99,4.797621663411481,0.0,0.0
1787.1,22.0,29,7,1668852000000000000,0,323,10,57.48614336178626,5,1,50.24471126302083,1,108.0,119.99,-2.5928914388020607,75.67456790123457,55.89837037037036
376.0,15.0,40,10,1684926000000000000,0,144,11,710.4517129629629,2,1,676.0214314814814,1,34.0,35.4,14.948510742187523,839.1987037037037,758.6569555555556
2678.8,97.0,4,0,1681138800000000000,1,100,15,524.360027777778,0,1,506.12340555555556,1,48.0,53.63,6.3112548828125234,768.0315833333332,695.0579537037037
1068.6,13.0,28,7,1653886800000000000,0,150,5,45.24494405864199,0,0,52.43507800925927,1,103.8,110.0,7.648082139756967,155.95814149456248,185.22048717357487
141.20000000000002,12.0,50,13,1647363600000000000,1,74,17,62.753194444444716,1,1,70.30009814814812,0,92.05,105.0,1.4897705078125227,320.1111111111113,335.25718518518516
458.0,38.0,53,14,1664535600000000000,1,273,11,348.03761863425933,4,1,293.3491445601852,0,185.0,212.0,10.471541341145858,531.8398929398148,403.4172559027778
86.5,8.0,6,1,1641330000000000000,1,4,21,0.0,1,1,0.0,0,75.0,90.0,1.1586954752604395,0.0,0.0
129.5,21.0,1,0,1661162400000000000,0,234,10,259.6247118055556,0,2,261.33155625000006,0,222.22,240.0,19.530102539062522,248.1245555555554,222.8085259259259
658.0,11.0,3,0,1661122800000000000,0,233,23,0.0,6,0,0.0,1,225.0,240.0,20.1733581542969,0.0,0.0
1423.36,105.0,54,14,1632355200000000000,1,266,0,0.0,3,3,0.0,0,47.46,50.4,4.84943033854169,0.0,0.0
250.1,24.0,11,3,1648479600000000000,0,87,15,436.17615740740735,0,1,366.3360388888889,0,83.02,88.7,5.42950846354169,649.7665219907406,476.90015162037037
92.7,18.0,61,0,1673766000000000000,0,15,7,0.0,6,2,0.0,1,58.75,75.0,2.7315093994140853,0.0,0.0
